,Munro Name,Time,Cloud Cover,Max Temperature (°C),Min Temperature (°C),Base Max Temperature (°C),Base Min Temperature (°C)
11,Beinn Dubhchraig,night,rain shwrs,9,5,14,10
12,Beinn Dubhchraig,AM,cloudy,7,6,15,14
13,Beinn Dubhchraig,PM,light rain,8,7,14,14
14,Beinn Dubhchraig,night,cloudy,8,7,12,11
15,Beinn Dubhchraig,AM,rain shwrs,10,9,14,14
16,Beinn Dubhchraig,PM,light rain,11,10,13,13
17,Beinn Dubhchraig,night,light rain,11,11,15,13
0,Beinn Ghlas,AM,rain shwrs,7,6,13,11
1,Beinn Ghlas,PM,rain shwrs,8,8,13,13
2,Beinn Ghlas,night,some clouds,8,7,11,10
3,Beinn Ghlas,AM,clear,10,9,15,13
4,Beinn Ghlas,PM,rain shwrs,11,11,16,16
5,Beinn Ghlas,night,some clouds,10,8,14,11
6,Beinn Ghlas,AM,rain shwrs,10,9,16,13
7,Beinn Ghlas,PM,light rain,11,11,16,16
8,Beinn Ghlas,night,rain shwrs,10,9,14,13
9,Beinn Ghlas,AM,light rain,10,10,14,14
10,Beinn Ghlas,PM,light rain,9,8,13,12
11,Beinn Ghlas,night,rain shwrs,7,4,11,8
12,Beinn Ghlas,AM,cloudy,6,5,11,10
13,Beinn Ghlas,PM,rain shwrs,7,6,11,11
14,Beinn Ghlas,night,some clouds,8,7,10,10
15,Beinn Ghlas,AM,some clouds,10,9,14,13
16,Beinn Ghlas,PM,cloudy,11,10,14,13
17,Beinn Ghlas,night,light rain,11,10,13,12
0,Beinn Heasgarnich,AM,rain shwrs,7,7,15,14
1,Beinn Heasgarnich,PM,light rain,8,8,15,15
2,Beinn Heasgarnich,night,some clouds,9,7,12,11
3,Beinn Heasgarnich,AM,clear,10,10,18,15
4,Beinn Heasgarnich,PM,some clouds,11,11,19,18
5,Beinn Heasgarnich,night,clear,10,8,15,12
6,Beinn Heasgarnich,AM,rain shwrs,10,9,18,15
7,Beinn Heasgarnich,PM,some clouds,11,10,18,18
8,Beinn Heasgarnich,night,light rain,10,9,15,14
9,Beinn Heasgarnich,AM,rain shwrs,10,10,15,15
10,Beinn Heasgarnich,PM,light rain,9,9,15,15
11,Beinn Heasgarnich,night,rain shwrs,7,4,13,10
12,Beinn Heasgarnich,AM,cloudy,6,5,13,12
13,Beinn Heasgarnich,PM,some clouds,7,6,14,13
14,Beinn Heasgarnich,night,some clouds,8,7,12,11
15,Beinn Heasgarnich,AM,some clouds,10,9,15,14
16,Beinn Heasgarnich,PM,light rain,11,10,14,13
17,Beinn Heasgarnich,night,light rain,11,10,14,13
0,Beinn Ime,AM,rain shwrs,8,7,12,11
1,Beinn Ime,PM,rain shwrs,8,8,13,12
2,Beinn Ime,night,some clouds,9,8,11,10
3,Beinn Ime,AM,some clouds,11,10,15,13
4,Beinn Ime,PM,some clouds,12,11,16,16
5,Beinn Ime,night,clear,10,9,12,11
6,Beinn Ime,AM,rain shwrs,11,10,15,13
7,Beinn Ime,PM,some clouds,12,11,16,15
8,Beinn Ime,night,light rain,11,10,13,12
9,Beinn Ime,AM,rain shwrs,11,10,14,13
10,Beinn Ime,PM,rain shwrs,11,10,14,14
11,Beinn Ime,night,rain shwrs,9,5,12,8
12,Beinn Ime,AM,some clouds,7,6,12,10
13,Beinn Ime,PM,rain shwrs,7,7,12,11
14,Beinn Ime,night,rain shwrs,8,7,10,10
15,Beinn Ime,AM,rain shwrs,9,9,12,12
16,Beinn Ime,PM,light rain,11,10,12,11
17,Beinn Ime,night,light rain,11,11,13,12
0,Beinn Mhanach,AM,rain shwrs,8,8,16,14
1,Beinn Mhanach,PM,rain shwrs,9,9,16,16
2,Beinn Mhanach,night,some clouds,9,8,13,11
3,Beinn Mhanach,AM,clear,11,10,18,16
4,Beinn Mhanach,PM,some clouds,12,12,19,19
5,Beinn Mhanach,night,some clouds,11,9,15,13
6,Beinn Mhanach,AM,rain shwrs,11,10,19,16
7,Beinn Mhanach,PM,some clouds,12,11,19,18
8,Beinn Mhanach,night,light rain,11,10,16,15
9,Beinn Mhanach,AM,light rain,10,10,16,15
10,Beinn Mhanach,PM,light rain,10,10,16,16
11,Beinn Mhanach,night,rain shwrs,8,5,13,10
12,Beinn Mhanach,AM,cloudy,7,6,14,13
13,Beinn Mhanach,PM,cloudy,8,7,14,14
14,Beinn Mhanach,night,cloudy,8,7,12,12
15,Beinn Mhanach,AM,some clouds,11,9,15,14
16,Beinn Mhanach,PM,light rain,11,10,15,13
17,Beinn Mhanach,night,light rain,11,11,15,13
0,Beinn Mheadhoin,AM,rain shwrs,7,6,15,13
1,Beinn Mheadhoin,PM,rain shwrs,8,8,15,15
2,Beinn Mheadhoin,night,some clouds,7,6,13,10
3,Beinn Mheadhoin,AM,some clouds,9,8,17,14
4,Beinn Mheadhoin,PM,some clouds,11,10,18,17
5,Beinn Mheadhoin,night,some clouds,9,8,14,14
6,Beinn Mheadhoin,AM,light rain,10,9,18,15
7,Beinn Mheadhoin,PM,cloudy,11,11,18,18
8,Beinn Mheadhoin,night,light rain,10,9,15,13
9,Beinn Mheadhoin,AM,light rain,8,8,13,13
10,Beinn Mheadhoin,PM,light rain,7,6,13,12
11,Beinn Mheadhoin,night,rain shwrs,5,3,11,9
12,Beinn Mheadhoin,AM,some clouds,5,4,12,12
13,Beinn Mheadhoin,PM,light rain,6,5,13,12
14,Beinn Mheadhoin,night,some clouds,7,6,12,11
15,Beinn Mheadhoin,AM,some clouds,9,8,17,13
16,Beinn Mheadhoin,PM,cloudy,11,10,17,17
17,Beinn Mheadhoin,night,rain shwrs,11,10,15,14
0,Beinn Narnain,AM,rain shwrs,8,8,17,15
1,Beinn Narnain,PM,rain shwrs,9,9,17,16
2,Beinn Narnain,night,some clouds,9,8,13,11
3,Beinn Narnain,AM,some clouds,11,11,19,16
4,Beinn Narnain,PM,some clouds,12,12,20,20
5,Beinn Narnain,night,clear,11,9,15,13
6,Beinn Narnain,AM,rain shwrs,11,10,19,17
7,Beinn Narnain,PM,some clouds,12,12,20,19
8,Beinn Narnain,night,light rain,11,10,16,15
9,Beinn Narnain,AM,rain shwrs,11,11,16,16
10,Beinn Narnain,PM,rain shwrs,11,11,18,17
11,Beinn Narnain,night,rain shwrs,9,5,15,11
12,Beinn Narnain,AM,some clouds,7,6,16,15
13,Beinn Narnain,PM,rain shwrs,8,8,15,15
14,Beinn Narnain,night,some clouds,8,8,13,12
15,Beinn Narnain,AM,rain shwrs,10,10,15,14
16,Beinn Narnain,PM,light rain,11,10,13,13
17,Beinn Narnain,night,light rain,11,11,15,13
0,Beinn Sgulaird,AM,light rain,8,7,16,14
1,Beinn Sgulaird,PM,rain shwrs,9,8,17,16
2,Beinn Sgulaird,night,some clouds,9,8,13,11
3,Beinn Sgulaird,AM,some clouds,11,10,18,16
4,Beinn Sgulaird,PM,some clouds,12,12,20,19
5,Beinn Sgulaird,night,rain shwrs,10,9,14,13
6,Beinn Sgulaird,AM,rain shwrs,11,10,19,17
7,Beinn Sgulaird,PM,cloudy,11,11,19,18
8,Beinn Sgulaird,night,light rain,10,10,15,14
9,Beinn Sgulaird,AM,rain shwrs,10,10,15,15
10,Beinn Sgulaird,PM,rain shwrs,10,10,18,17
11,Beinn Sgulaird,night,rain shwrs,8,5,14,10
12,Beinn Sgulaird,AM,some clouds,7,6,16,14
13,Beinn Sgulaird,PM,rain shwrs,8,7,15,14
14,Beinn Sgulaird,night,light rain,8,7,13,12
15,Beinn Sgulaird,AM,rain shwrs,10,10,15,14
16,Beinn Sgulaird,PM,light rain,11,10,14,13
17,Beinn Sgulaird,night,light rain,11,11,15,13
0,Beinn Tulaichean,AM,rain shwrs,9,8,17,16
1,Beinn Tulaichean,PM,some clouds,9,9,17,17
2,Beinn Tulaichean,night,some clouds,9,8,13,11
3,Beinn Tulaichean,AM,clear,11,10,20,16
4,Beinn Tulaichean,PM,some clouds,12,12,21,20
5,Beinn Tulaichean,night,clear,11,9,16,13
6,Beinn Tulaichean,AM,rain shwrs,12,10,20,17
7,Beinn Tulaichean,PM,some clouds,12,12,20,20
8,Beinn Tulaichean,night,light rain,11,10,16,15
9,Beinn Tulaichean,AM,rain shwrs,11,11,18,17
10,Beinn Tulaichean,PM,rain shwrs,11,10,18,17
11,Beinn Tulaichean,night,rain shwrs,9,5,15,11
12,Beinn Tulaichean,AM,some clouds,7,6,16,15
13,Beinn Tulaichean,PM,some clouds,8,8,16,15
14,Beinn Tulaichean,night,some clouds,9,8,13,12
15,Beinn Tulaichean,AM,rain shwrs,11,10,16,15
16,Beinn Tulaichean,PM,cloudy,11,10,14,13
17,Beinn Tulaichean,night,light rain,11,11,15,13
0,Beinn Udlamain,AM,rain shwrs,8,7,14,12
1,Beinn Udlamain,PM,light rain,9,8,15,14
2,Beinn Udlamain,night,some clouds,8,7,12,10
3,Beinn Udlamain,AM,clear,11,10,17,14
4,Beinn Udlamain,PM,cloudy,12,12,18,17
5,Beinn Udlamain,night,some clouds,11,9,15,12
6,Beinn Udlamain,AM,rain shwrs,11,9,17,14
7,Beinn Udlamain,PM,cloudy,12,12,17,17
8,Beinn Udlamain,night,light rain,11,10,15,14
9,Beinn Udlamain,AM,light rain,10,9,15,14
10,Beinn Udlamain,PM,light rain,9,8,14,13
11,Beinn Udlamain,night,rain shwrs,7,4,11,9
12,Beinn Udlamain,AM,cloudy,7,5,12,11
13,Beinn Udlamain,PM,rain shwrs,7,7,13,12
14,Beinn Udlamain,night,some clouds,8,7,11,10
15,Beinn Udlamain,AM,some clouds,11,9,16,13
16,Beinn Udlamain,PM,some clouds,11,11,15,14
17,Beinn Udlamain,night,light rain,11,11,14,13
0,Ben Alder,AM,rain shwrs,7,6,15,13
1,Ben Alder,PM,light rain,7,7,16,15
2,Ben Alder,night,some clouds,8,6,12,11
3,Ben Alder,AM,clear,9,9,18,15
4,Ben Alder,PM,some clouds,11,11,19,19
5,Ben Alder,night,some clouds,10,8,16,12
6,Ben Alder,AM,rain shwrs,10,8,18,15
7,Ben Alder,PM,some clouds,11,10,18,18
8,Ben Alder,night,light rain,10,9,16,14
9,Ben Alder,AM,rain shwrs,9,9,15,15
10,Ben Alder,PM,light rain,8,7,14,13
11,Ben Alder,night,rain shwrs,6,3,12,10
12,Ben Alder,AM,some clouds,5,4,14,12
13,Ben Alder,PM,cloudy,6,6,14,13
14,Ben Alder,night,some clouds,8,6,12,11
15,Ben Alder,AM,some clouds,10,8,16,14
16,Ben Alder,PM,cloudy,11,10,16,14
17,Ben Alder,night,light rain,11,10,14,13
0,Ben Avon,AM,rain shwrs,8,6,15,14
1,Ben Avon,PM,rain shwrs,8,8,16,15
2,Ben Avon,night,some clouds,7,6,13,10
3,Ben Avon,AM,some clouds,9,8,17,14
4,Ben Avon,PM,some clouds,11,10,18,17
5,Ben Avon,night,some clouds,9,8,14,13
6,Ben Avon,AM,light rain,10,9,18,15
7,Ben Avon,PM,light rain,11,11,18,17
8,Ben Avon,night,light rain,10,9,15,13
9,Ben Avon,AM,light rain,8,8,13,13
10,Ben Avon,PM,light rain,7,6,13,12
11,Ben Avon,night,rain shwrs,5,3,11,9
12,Ben Avon,AM,some clouds,5,4,12,12
13,Ben Avon,PM,light rain,6,5,13,12
14,Ben Avon,night,some clouds,7,6,12,11
15,Ben Avon,AM,some clouds,9,8,17,14
16,Ben Avon,PM,cloudy,11,10,17,17
17,Ben Avon,night,rain shwrs,11,11,15,14
0,Ben Chonzie,AM,rain shwrs,9,8,17,15
1,Ben Chonzie,PM,rain shwrs,10,10,17,17
2,Ben Chonzie,night,some clouds,9,8,13,11
3,Ben Chonzie,AM,clear,12,10,19,16
4,Ben Chonzie,PM,rain shwrs,13,13,20,20
5,Ben Chonzie,night,some clouds,11,9,15,12
6,Ben Chonzie,AM,some clouds,12,10,20,16
7,Ben Chonzie,PM,light rain,13,13,20,19
8,Ben Chonzie,night,rain shwrs,11,10,16,14
9,Ben Chonzie,AM,light rain,11,11,17,16
10,Ben Chonzie,PM,light rain,10,9,15,14
11,Ben Chonzie,night,rain shwrs,9,5,13,10
12,Ben Chonzie,AM,some clouds,8,6,15,14
13,Ben Chonzie,PM,some clouds,8,8,15,15
14,Ben Chonzie,night,some clouds,9,8,13,11
15,Ben Chonzie,AM,some clouds,11,10,17,15
16,Ben Chonzie,PM,some clouds,12,12,17,15
17,Ben Chonzie,night,rain shwrs,12,11,15,13
0,Ben Cruachan,AM,light rain,7,6,12,11
1,Ben Cruachan,PM,rain shwrs,7,7,12,12
2,Ben Cruachan,night,some clouds,8,7,11,10
3,Ben Cruachan,AM,some clouds,10,9,15,13
4,Ben Cruachan,PM,some clouds,10,10,15,15
5,Ben Cruachan,night,rain shwrs,9,8,12,11
6,Ben Cruachan,AM,rain shwrs,10,9,15,13
7,Ben Cruachan,PM,some clouds,10,10,15,14
8,Ben Cruachan,night,light rain,10,9,13,12
9,Ben Cruachan,AM,rain shwrs,9,9,13,12
10,Ben Cruachan,PM,rain shwrs,9,9,14,13
11,Ben Cruachan,night,rain shwrs,7,4,11,7
12,Ben Cruachan,AM,some clouds,5,4,11,10
13,Ben Cruachan,PM,rain shwrs,6,6,11,11
14,Ben Cruachan,night,light rain,7,6,10,10
15,Ben Cruachan,AM,rain shwrs,9,8,12,11
16,Ben Cruachan,PM,light rain,11,9,12,12
17,Ben Cruachan,night,light rain,11,10,13,12
0,Ben Lawers,AM,rain shwrs,7,6,13,11
1,Ben Lawers,PM,rain shwrs,7,7,13,13
2,Ben Lawers,night,some clouds,8,7,11,10
3,Ben Lawers,AM,clear,9,9,15,13
4,Ben Lawers,PM,some clouds,10,10,16,16
5,Ben Lawers,night,some clouds,10,8,14,11
6,Ben Lawers,AM,rain shwrs,10,8,16,13
7,Ben Lawers,PM,light rain,11,10,16,16
8,Ben Lawers,night,some clouds,10,9,14,13
9,Ben Lawers,AM,light rain,9,9,14,14
10,Ben Lawers,PM,light rain,8,8,13,12
11,Ben Lawers,night,rain shwrs,7,3,11,8
12,Ben Lawers,AM,cloudy,5,4,11,10
13,Ben Lawers,PM,rain shwrs,6,6,11,11
14,Ben Lawers,night,some clouds,8,6,10,10
15,Ben Lawers,AM,some clouds,9,8,14,13
16,Ben Lawers,PM,cloudy,11,10,14,13
17,Ben Lawers,night,light rain,11,10,13,12
0,Ben Lomond,AM,rain shwrs,8,7,17,16
1,Ben Lomond,PM,some clouds,9,9,17,17
2,Ben Lomond,night,some clouds,9,8,13,11
3,Ben Lomond,AM,some clouds,11,10,19,15
4,Ben Lomond,PM,some clouds,12,12,21,20
5,Ben Lomond,night,clear,11,9,15,13
6,Ben Lomond,AM,rain shwrs,11,10,20,17
7,Ben Lomond,PM,some clouds,12,12,20,19
8,Ben Lomond,night,light rain,11,10,16,15
9,Ben Lomond,AM,rain shwrs,11,11,18,17
10,Ben Lomond,PM,rain shwrs,11,10,19,17
11,Ben Lomond,night,rain shwrs,9,6,15,11
12,Ben Lomond,AM,some clouds,8,6,17,15
13,Ben Lomond,PM,some clouds,8,8,16,15
14,Ben Lomond,night,some clouds,9,8,13,12
15,Ben Lomond,AM,rain shwrs,10,10,14,14
16,Ben Lomond,PM,light rain,11,10,13,13
17,Ben Lomond,night,light rain,11,11,15,13
0,Ben Lui,AM,rain shwrs,7,6,12,11
1,Ben Lui,PM,rain shwrs,7,7,12,12
2,Ben Lui,night,some clouds,8,7,11,10
3,Ben Lui,AM,clear,10,9,15,13
4,Ben Lui,PM,some clouds,11,10,16,16
5,Ben Lui,night,some clouds,10,8,13,11
6,Ben Lui,AM,rain shwrs,10,9,15,13
7,Ben Lui,PM,some clouds,10,10,15,15
8,Ben Lui,night,light rain,10,9,13,12
9,Ben Lui,AM,light rain,9,9,13,13
10,Ben Lui,PM,light rain,9,9,14,14
11,Ben Lui,night,rain shwrs,8,4,11,8
12,Ben Lui,AM,cloudy,6,4,11,10
13,Ben Lui,PM,light rain,6,6,11,11
14,Ben Lui,night,light rain,7,6,10,10
15,Ben Lui,AM,rain shwrs,9,8,12,12
16,Ben Lui,PM,light rain,11,9,12,12
17,Ben Lui,night,light rain,11,10,13,12
0,Ben Macdui,AM,rain shwrs,6,5,13,12
1,Ben Macdui,PM,light rain,7,7,14,13
2,Ben Macdui,night,some clouds,6,6,11,10
3,Ben Macdui,AM,some clouds,8,7,15,13
4,Ben Macdui,PM,some clouds,10,9,17,16
5,Ben Macdui,night,cloudy,8,7,13,12
6,Ben Macdui,AM,rain shwrs,9,8,16,14
7,Ben Macdui,PM,light rain,10,10,17,16
8,Ben Macdui,night,rain shwrs,9,8,14,12
9,Ben Macdui,AM,light rain,7,7,12,12
10,Ben Macdui,PM,light rain,7,6,12,11
11,Ben Macdui,night,rain shwrs,4,2,10,8
12,Ben Macdui,AM,some clouds,4,3,11,10
13,Ben Macdui,PM,light rain,5,4,11,10
14,Ben Macdui,night,some clouds,6,5,10,10
15,Ben Macdui,AM,cloudy,8,7,15,12
16,Ben Macdui,PM,cloudy,10,9,16,15
17,Ben Macdui,night,light rain,10,9,14,13
0,Ben More (Crianlarich),AM,rain shwrs,7,6,13,11
1,Ben More (Crianlarich),PM,cloudy,7,7,13,13
2,Ben More (Crianlarich),night,some clouds,8,7,11,10
3,Ben More (Crianlarich),AM,clear,9,9,15,13
4,Ben More (Crianlarich),PM,some clouds,10,10,16,16
5,Ben More (Crianlarich),night,clear,10,8,13,11
6,Ben More (Crianlarich),AM,rain shwrs,10,8,15,13
7,Ben More (Crianlarich),PM,some clouds,10,10,16,16
8,Ben More (Crianlarich),night,light rain,10,9,14,13
9,Ben More (Crianlarich),AM,rain shwrs,10,9,14,14
10,Ben More (Crianlarich),PM,light rain,9,9,14,13
11,Ben More (Crianlarich),night,rain shwrs,7,4,11,8
12,Ben More (Crianlarich),AM,cloudy,5,4,11,10
13,Ben More (Crianlarich),PM,some clouds,6,6,11,11
14,Ben More (Crianlarich),night,some clouds,8,7,10,10
15,Ben More (Crianlarich),AM,rain shwrs,9,9,13,12
16,Ben More (Crianlarich),PM,cloudy,11,9,12,12
17,Ben More (Crianlarich),night,light rain,11,10,13,12
0,Ben Nevis,AM,light rain,5,4,12,11
1,Ben Nevis,PM,rain shwrs,5,5,12,12
2,Ben Nevis,night,some clouds,8,5,11,10
3,Ben Nevis,AM,clear,8,7,15,13
4,Ben Nevis,PM,some clouds,8,8,16,16
5,Ben Nevis,night,rain shwrs,8,6,12,11
6,Ben Nevis,AM,rain shwrs,8,7,15,13
7,Ben Nevis,PM,light rain,9,8,15,15
8,Ben Nevis,night,light rain,8,8,12,12
9,Ben Nevis,AM,light rain,7,7,12,12
10,Ben Nevis,PM,rain shwrs,7,6,13,13
11,Ben Nevis,night,rain shwrs,5,2,11,8
12,Ben Nevis,AM,cloudy,3,2,11,10
13,Ben Nevis,PM,light rain,5,4,11,10
14,Ben Nevis,night,rain shwrs,6,5,10,10
15,Ben Nevis,AM,some clouds,8,7,13,12
16,Ben Nevis,PM,light rain,10,9,13,12
17,Ben Nevis,night,light rain,10,9,13,12
0,Ben Oss,AM,rain shwrs,8,7,12,11
1,Ben Oss,PM,rain shwrs,8,8,12,12
2,Ben Oss,night,some clouds,9,8,11,10
3,Ben Oss,AM,clear,10,10,15,13
4,Ben Oss,PM,some clouds,11,11,16,16
5,Ben Oss,night,some clouds,10,8,13,11
6,Ben Oss,AM,rain shwrs,11,9,15,13
7,Ben Oss,PM,some clouds,11,11,15,15
8,Ben Oss,night,light rain,11,9,13,12
9,Ben Oss,AM,light rain,10,10,13,13
10,Ben Oss,PM,light rain,10,10,14,14
11,Ben Oss,night,rain shwrs,8,5,11,8
12,Ben Oss,AM,cloudy,6,5,11,10
13,Ben Oss,PM,light rain,7,7,11,11
14,Ben Oss,night,cloudy,8,7,10,10
15,Ben Oss,AM,rain shwrs,10,9,12,12
16,Ben Oss,PM,light rain,11,10,12,12
17,Ben Oss,night,light rain,11,11,13,12
0,Ben Starav,AM,light rain,7,6,12,11
1,Ben Starav,PM,rain shwrs,7,7,12,12
2,Ben Starav,night,some clouds,8,7,11,10
3,Ben Starav,AM,some clouds,10,10,15,13
4,Ben Starav,PM,some clouds,11,10,15,15
5,Ben Starav,night,some clouds,10,8,12,11
6,Ben Starav,AM,rain shwrs,10,9,15,13
7,Ben Starav,PM,some clouds,10,10,15,15
8,Ben Starav,night,light rain,10,9,13,12
9,Ben Starav,AM,light rain,9,9,12,12
10,Ben Starav,PM,rain shwrs,9,9,14,13
11,Ben Starav,night,rain shwrs,7,4,11,8
12,Ben Starav,AM,cloudy,6,5,11,10
13,Ben Starav,PM,light rain,6,6,11,10
14,Ben Starav,night,light rain,7,6,10,10
15,Ben Starav,AM,rain shwrs,9,9,12,12
16,Ben Starav,PM,light rain,11,10,12,12
17,Ben Starav,night,light rain,11,10,13,12
0,Ben Vane,AM,rain shwrs,9,8,17,15
1,Ben Vane,PM,rain shwrs,9,9,17,16
2,Ben Vane,night,some clouds,9,8,13,11
3,Ben Vane,AM,some clouds,12,11,19,16
4,Ben Vane,PM,some clouds,12,12,20,20
5,Ben Vane,night,clear,11,9,15,13
6,Ben Vane,AM,rain shwrs,11,10,19,17
7,Ben Vane,PM,some clouds,12,12,20,19
8,Ben Vane,night,light rain,11,10,16,15
9,Ben Vane,AM,rain shwrs,11,11,17,16
10,Ben Vane,PM,rain shwrs,11,11,18,18
11,Ben Vane,night,rain shwrs,9,6,15,10
12,Ben Vane,AM,some clouds,8,7,16,15
13,Ben Vane,PM,rain shwrs,8,8,16,15
14,Ben Vane,night,rain shwrs,8,8,13,12
15,Ben Vane,AM,rain shwrs,10,10,14,14
16,Ben Vane,PM,light rain,11,10,13,13
17,Ben Vane,night,light rain,12,11,15,13
0,Ben Vorlich (Loch Earn),AM,rain shwrs,9,7,17,15
1,Ben Vorlich (Loch Earn),PM,rain shwrs,9,9,17,17
2,Ben Vorlich (Loch Earn),night,some clouds,9,8,13,11
3,Ben Vorlich (Loch Earn),AM,clear,11,10,19,15
4,Ben Vorlich (Loch Earn),PM,rain shwrs,12,12,20,20
5,Ben Vorlich (Loch Earn),night,clear,11,9,16,12
6,Ben Vorlich (Loch Earn),AM,some clouds,12,10,20,16
7,Ben Vorlich (Loch Earn),PM,cloudy,12,12,20,19
8,Ben Vorlich (Loch Earn),night,rain shwrs,11,10,16,15
9,Ben Vorlich (Loch Earn),AM,rain shwrs,11,11,18,16
10,Ben Vorlich (Loch Earn),PM,light rain,11,9,17,15
11,Ben Vorlich (Loch Earn),night,rain shwrs,9,5,14,10
12,Ben Vorlich (Loch Earn),AM,some clouds,7,6,15,14
13,Ben Vorlich (Loch Earn),PM,some clouds,8,8,15,15
14,Ben Vorlich (Loch Earn),night,some clouds,9,8,13,11
15,Ben Vorlich (Loch Earn),AM,some clouds,11,10,16,15
16,Ben Vorlich (Loch Earn),PM,cloudy,11,11,15,13
17,Ben Vorlich (Loch Earn),night,light rain,11,11,14,13
0,Ben Vorlich (Loch Lomond),AM,rain shwrs,8,8,17,15
1,Ben Vorlich (Loch Lomond),PM,rain shwrs,9,9,17,16
2,Ben Vorlich (Loch Lomond),night,some clouds,9,8,13,11
3,Ben Vorlich (Loch Lomond),AM,some clouds,11,10,19,16
4,Ben Vorlich (Loch Lomond),PM,some clouds,12,12,20,20
5,Ben Vorlich (Loch Lomond),night,clear,11,9,15,13
6,Ben Vorlich (Loch Lomond),AM,rain shwrs,11,10,19,17
7,Ben Vorlich (Loch Lomond),PM,some clouds,12,12,20,19
8,Ben Vorlich (Loch Lomond),night,light rain,11,10,16,15
9,Ben Vorlich (Loch Lomond),AM,rain shwrs,11,11,17,16
10,Ben Vorlich (Loch Lomond),PM,rain shwrs,11,11,18,18
11,Ben Vorlich (Loch Lomond),night,rain shwrs,9,6,15,11
12,Ben Vorlich (Loch Lomond),AM,some clouds,7,6,16,15
13,Ben Vorlich (Loch Lomond),PM,rain shwrs,8,8,16,15
14,Ben Vorlich (Loch Lomond),night,rain shwrs,8,8,13,12
15,Ben Vorlich (Loch Lomond),AM,rain shwrs,10,10,14,14
16,Ben Vorlich (Loch Lomond),PM,light rain,11,10,13,13
17,Ben Vorlich (Loch Lomond),night,light rain,11,11,15,13
0,Bidean Nam Bian,AM,light rain,6,6,12,11
1,Bidean Nam Bian,PM,rain shwrs,7,7,12,12
2,Bidean Nam Bian,night,some clouds,8,7,10,10
3,Bidean Nam Bian,AM,clear,9,9,15,13
4,Bidean Nam Bian,PM,some clouds,10,10,16,15
5,Bidean Nam Bian,night,some clouds,9,8,12,11
6,Bidean Nam Bian,AM,rain shwrs,9,9,15,13
7,Bidean Nam Bian,PM,cloudy,10,10,15,15
8,Bidean Nam Bian,night,light rain,9,9,13,12
9,Bidean Nam Bian,AM,light rain,9,9,12,12
10,Bidean Nam Bian,PM,rain shwrs,8,8,14,13
11,Bidean Nam Bian,night,rain shwrs,7,4,11,8
12,Bidean Nam Bian,AM,cloudy,5,4,11,10
13,Bidean Nam Bian,PM,light rain,6,6,11,10
14,Bidean Nam Bian,night,rain shwrs,7,6,10,10
15,Bidean Nam Bian,AM,rain shwrs,9,8,12,12
16,Bidean Nam Bian,PM,light rain,10,9,12,12
17,Bidean Nam Bian,night,light rain,11,10,13,12
0,Binnein Beag,AM,light rain,8,7,16,15
1,Binnein Beag,PM,rain shwrs,9,9,17,17
2,Binnein Beag,night,some clouds,9,8,14,12
3,Binnein Beag,AM,clear,11,10,20,16
4,Binnein Beag,PM,some clouds,12,12,21,20
5,Binnein Beag,night,some clouds,10,9,15,13
6,Binnein Beag,AM,rain shwrs,11,10,19,17
7,Binnein Beag,PM,cloudy,12,12,19,19
8,Binnein Beag,night,light rain,11,10,15,15
9,Binnein Beag,AM,light rain,10,10,16,16
10,Binnein Beag,PM,rain shwrs,10,9,17,16
11,Binnein Beag,night,rain shwrs,8,5,14,12
12,Binnein Beag,AM,cloudy,7,6,15,14
13,Binnein Beag,PM,cloudy,7,7,15,14
14,Binnein Beag,night,some clouds,8,7,13,12
15,Binnein Beag,AM,some clouds,11,9,16,15
16,Binnein Beag,PM,light rain,11,11,15,14
17,Binnein Beag,night,light rain,11,11,15,13
0,Binnein Mor,AM,light rain,6,6,12,11
1,Binnein Mor,PM,rain shwrs,7,7,12,12
2,Binnein Mor,night,some clouds,8,7,11,10
3,Binnein Mor,AM,clear,9,9,15,13
4,Binnein Mor,PM,some clouds,10,10,16,16
5,Binnein Mor,night,some clouds,9,8,13,11
6,Binnein Mor,AM,rain shwrs,10,9,15,13
7,Binnein Mor,PM,cloudy,10,10,15,15
8,Binnein Mor,night,light rain,9,9,13,12
9,Binnein Mor,AM,light rain,9,9,13,12
10,Binnein Mor,PM,rain shwrs,9,8,13,13
11,Binnein Mor,night,rain shwrs,6,4,11,8
12,Binnein Mor,AM,cloudy,5,4,11,10
13,Binnein Mor,PM,cloudy,6,6,11,10
14,Binnein Mor,night,some clouds,7,6,10,10
15,Binnein Mor,AM,some clouds,10,8,13,12
16,Binnein Mor,PM,light rain,11,10,13,12
17,Binnein Mor,night,light rain,10,10,13,12
0,Braeriach,AM,rain shwrs,6,5,13,11
1,Braeriach,PM,light rain,7,7,14,13
2,Braeriach,night,some clouds,6,6,11,10
3,Braeriach,AM,some clouds,8,7,15,13
4,Braeriach,PM,some clouds,10,9,17,16
5,Braeriach,night,cloudy,8,8,13,12
6,Braeriach,AM,rain shwrs,9,8,16,14
7,Braeriach,PM,light rain,10,10,17,16
8,Braeriach,night,rain shwrs,9,8,14,12
9,Braeriach,AM,light rain,8,7,12,12
10,Braeriach,PM,light rain,7,6,12,11
11,Braeriach,night,rain shwrs,4,2,10,8
12,Braeriach,AM,some clouds,4,3,11,10
13,Braeriach,PM,light rain,5,5,11,10
14,Braeriach,night,some clouds,6,5,10,9
